Date,Open,High,Low,Close
2022-04-08,2289.36,2296.15,2277.78,2287.69
2022-04-07,2306.19,2307.72,2276.68,2285.87
2022-04-05,2325.04,2330.86,2314.18,2318.49
2022-04-04,2326.10,2328.06,2315.95,2321.37
2022-04-01,2310.22,2323.40,2306.95,2321.94
2022-03-31,2318.73,2323.64,2309.73,2313.46
2022-03-30,2314.09,2326.55,2309.96,2319.80
2022-03-29,2303.56,2312.56,2300.33,2307.48
2022-03-28,2292.34,2304.10,2289.63,2297.96
2022-03-25,2299.50,2302.12,2283.30,2288.65
2022-03-24,2289.22,2301.94,2285.99,2297.50
2022-03-23,2305.96,2309.22,2290.01,2291.22
2022-03-22,2292.97,2302.23,2289.30,2298.05
2022-03-21,2310.09,2312.65,2288.75,2294.24
2022-03-18,2314.88,2318.08,2302.92,2302.94
2022-03-17,2308.26,2319.79,2304.09,2310.10
2022-03-16,2278.52,2296.37,2272.95,2294.20
2022-03-15,2277.76,2286.40,2254.09,2262.81
2022-03-14,2275.11,2286.23,2268.26,2284.13
2022-03-11,2256.55,2281.87,2249.63,2278.95
2022-03-10,2268.86,2278.75,2256.56,2263.63
2022-03-09,2234.57,2255.70,2209.16,2255.45
2022-03-08,2222.82,2238.10,2168.10,2224.80
2022-03-07,2263.70,2264.89,2212.53,2228.01
2022-03-04,2313.03,2315.05,2289.31,2289.37
2022-03-03,2335.52,2343.57,2317.83,2325.37
2022-03-02,2318.68,2326.40,2308.14,2318.53
2022-03-01,2318.43,2328.01,2312.35,2318.18
2022-02-28,2294.77,2313.03,2280.16,2305.32
2022-02-25,2296.16,2304.72,2283.99,2297.20
2022-02-24,2305.23,2310.04,2267.52,2277.85
2022-02-23,2307.92,2325.30,2301.74,2319.66
2022-02-22,2287.70,2305.21,2278.64,2304.38
2022-02-21,2341.99,2342.89,2306.47,2310.39
2022-02-18,2339.82,2352.55,2331.79,2345.01
2022-02-17,2343.54,2357.89,2341.46,2345.23
2022-02-15,2316.52,2334.71,2310.81,2331.56
2022-02-14,2319.69,2323.05,2303.75,2310.97
2022-02-11,2319.88,2334.48,2314.46,2328.16
2022-02-10,2338.95,2341.31,2322.57,2333.82
2022-02-09,2308.83,2341.72,2307.52,2335.79
2022-02-08,2295.16,2302.34,2289.32,2300.81
2022-02-07,2291.70,2297.65,2275.97,2291.37
2022-02-04,2283.18,2294.34,2281.40,2284.20
2022-02-03,2272.76,2284.55,2271.87,2278.03
2022-02-02,2279.96,2283.11,2268.26,2278.83
2022-02-01,2275.68,2279.00,2272.02,2274.11
2022-01-31,2263.67,2273.25,2259.64,2259.88
2022-01-28,2251.07,2261.07,2246.64,2251.24
2022-01-27,2239.49,2246.93,2221.21,2246.20
2022-01-26,2252.49,2262.43,2248.23,2255.14
2022-01-25,2235.82,2244.15,2221.03,2243.01
2022-01-24,2248.12,2255.84,2238.25,2242.98
2022-01-21,2248.47,2255.96,2235.95,2251.59
2022-01-20,2264.23,2269.39,2256.74,2258.06
2022-01-19,2255.96,2269.78,2249.51,2257.41
2022-01-18,2283.14,2287.76,2257.21,2257.73
2022-01-17,2277.26,2283.89,2271.57,2277.88
2022-01-14,2277.66,2282.75,2267.23,2273.11
2022-01-13,2286.90,2290.95,2275.65,2282.56
2022-01-12,2281.85,2287.34,2274.00,2283.51
2022-01-11,2257.85,2269.95,2257.27,2268.34
2022-01-10,2261.53,2266.04,2249.76,2256.14
2022-01-07,2261.32,2266.10,2246.39,2257.40
2022-01-06,2270.43,2274.15,2251.09,2251.78
2022-01-05,2285.87,2294.56,2282.09,2291.71
2022-01-04,2275.76,2290.26,2274.43,2283.56
2021-12-30,2267.10,2271.28,2256.16,2265.16
2021-12-29,2249.24,2264.44,2245.99,2261.52
2021-12-28,2240.20,2255.63,2239.80,2246.98
2021-12-27,2238.30,2240.07,2225.82,2233.08
2021-12-24,2236.31,2239.25,2226.43,2231.40
2021-12-23,2221.39,2242.12,2220.86,2233.36
2021-12-22,2213.82,2219.76,2207.30,2210.81
2021-12-21,2207.35,2215.67,2199.13,2204.34
2021-12-20,2218.23,2223.41,2189.79,2195.66
2021-12-17,2239.18,2244.12,2228.82,2236.03
2021-12-16,2216.40,2243.01,2207.07,2242.78
2021-12-15,2214.74,2220.07,2203.45,2205.46
2021-12-14,2202.79,2221.16,2196.89,2220.70
2021-12-13,2214.77,2218.83,2200.44,2212.34
2021-12-09,2210.49,2213.61,2193.57,2202.05
2021-12-08,2203.45,2210.56,2192.41,2206.08
2021-12-07,2178.91,2195.45,2170.47,2191.49
2021-12-03,2169.84,2176.19,2159.17,2159.43
2021-12-02,2157.36,2169.81,2150.47,2168.00
2021-12-01,2152.41,2171.07,2130.27,2168.44
2021-11-30,2187.46,2202.95,2135.21,2139.25
2021-11-29,2198.29,2211.70,2166.98,2169.64
2021-11-26,2241.42,2243.96,2195.71,2199.66
2021-11-25,2266.94,2269.23,2250.90,2257.25
2021-11-24,2260.66,2271.86,2255.63,2258.84
2021-11-23,2263.21,2265.81,2250.00,2254.68
2021-11-22,2255.15,2265.16,2250.21,2258.99
2021-11-19,2262.92,2267.93,2244.44,2248.94
2021-11-18,2249.85,2265.11,2248.11,2259.40
2021-11-17,2255.95,2264.18,2249.50,2252.34
2021-11-16,2249.17,2259.73,2244.25,2252.43
2021-11-15,2238.65,2250.26,2238.07,2244.41
2021-11-12,2241.71,2247.09,2233.23,2234.54
2021-11-11,2229.60,2238.87,2225.70,2234.65
2021-11-10,2226.58,2237.37,2222.85,2231.98
2021-11-09,2231.26,2239.73,2224.91,2233.83
2021-11-08,2237.66,2244.35,2223.14,2230.65
2021-11-05,2230.57,2233.88,2220.02,2229.26
2021-11-04,2213.70,2232.96,2204.18,2229.49
2021-11-03,2223.48,2228.02,2204.94,2210.93
2021-11-02,2215.16,2224.71,2203.49,2220.09
2021-11-01,2227.92,2237.10,2205.11,2210.12
2021-10-29,2225.87,2231.04,2214.89,2220.55
2021-10-28,2223.21,2234.27,2217.55,2223.23
2021-10-27,2234.01,2238.95,2224.33,2225.62
2021-10-26,2239.70,2245.67,2226.34,2240.65
2021-10-25,2254.05,2255.91,2232.20,2238.18
2021-10-21,2255.34,2257.70,2245.12,2251.16
2021-10-20,2239.24,2247.95,2236.64,2244.72
2021-10-19,2261.50,2263.41,2228.42,2234.44
2021-10-18,2250.77,2261.69,2247.40,2254.30
2021-10-15,2254.73,2263.08,2239.55,2245.90
2021-10-14,2257.48,2259.19,2241.03,2246.79
2021-10-12,2254.46,2257.75,2242.19,2251.71
2021-10-11,2251.60,2256.83,2231.50,2237.28
2021-10-08,2249.48,2253.71,2238.32,2244.40
2021-10-07,2227.62,2244.74,2222.85,2236.62
2021-10-06,2230.59,2237.45,2213.60,2217.77
2021-10-05,2206.87,2231.25,2205.17,2227.06
2021-10-04,2205.33,2219.35,2204.00,2210.60
2021-10-01,2186.35,2202.71,2178.12,2196.30
2021-09-30,2210.69,2218.09,2186.83,2194.43
2021-09-29,2194.85,2221.62,2193.56,2212.02
2021-09-28,2223.58,2228.55,2208.91,2213.16
2021-09-27,2242.47,2247.02,2212.07,2218.44
2021-09-23,2232.46,2241.49,2217.86,2233.71
2021-09-22,2205.29,2219.15,2199.49,2211.35
2021-09-21,2192.77,2212.10,2174.23,2206.52
2021-09-20,2209.54,2214.79,2185.58,2190.10
2021-09-17,2231.46,2235.81,2210.73,2223.59
2021-09-16,2233.29,2237.00,2224.05,2231.27
2021-09-15,2220.83,2229.82,2214.59,2224.25
2021-09-14,2242.26,2242.79,2216.93,2220.47
2021-09-13,2236.02,2250.23,2226.00,2233.47
2021-09-10,2237.91,2247.53,2218.46,2239.69
2021-09-09,2246.35,2260.99,2228.77,2231.62
2021-09-08,2242.95,2254.67,2230.71,2251.69
2021-09-07,2274.22,2281.85,2246.66,2250.09
2021-09-06,2273.65,2277.82,2259.73,2265.85
2021-09-03,2277.64,2283.84,2261.40,2271.81
2021-09-02,2245.32,2275.37,2242.77,2268.23
2021-09-01,2260.09,2265.46,2236.14,2245.09
2021-08-31,2241.52,2262.79,2235.08,2254.77
2021-08-30,2226.61,2248.33,2225.74,2244.66
2021-08-27,2196.02,2216.74,2192.35,2211.09
2021-08-26,2198.10,2201.09,2188.35,2195.59
2021-08-25,2183.18,2198.18,2178.12,2196.79
2021-08-24,2183.28,2198.17,2174.37,2177.20
2021-08-23,2144.34,2172.74,2144.10,2171.37
2021-08-20,2121.97,2128.00,2114.64,2124.53
2021-08-19,2118.24,2129.20,2112.15,2113.15
2021-08-18,2120.31,2136.85,2117.73,2127.71
2021-08-17,2107.47,2120.27,2100.12,2116.90
2021-08-16,2090.83,2102.13,2072.20,2098.33
2021-08-13,2088.77,2105.71,2084.68,2091.67
2021-08-11,2115.67,2118.58,2090.97,2092.60
2021-08-10,2107.86,2118.06,2099.96,2104.74
2021-08-09,2085.26,2107.94,2079.58,2102.31
2021-08-06,2087.39,2099.19,2064.93,2075.78
2021-08-05,2112.10,2116.51,2082.79,2083.64
2021-08-04,2108.79,2119.82,2095.77,2114.57
2021-08-03,2088.46,2107.14,2086.36,2107.14
2021-08-02,2083.32,2087.56,2067.72,2086.95
2021-07-30,2096.61,2100.42,2072.37,2079.28
2021-07-29,2104.24,2109.21,2091.47,2099.09
2021-07-27,2114.28,2120.44,2087.61,2097.73
2021-07-23,2121.28,2125.51,2105.08,2111.53
2021-07-22,2123.21,2128.97,2115.78,2125.31
2021-07-21,2110.10,2114.33,2095.75,2109.02
2021-07-20,2121.80,2123.73,2094.31,2105.27
2021-07-19,2132.02,2140.60,2121.70,2128.90
2021-07-16,2147.41,2157.67,2144.11,2154.70
2021-07-15,2157.87,2165.59,2150.05,2153.02
2021-07-14,2154.73,2158.25,2139.88,2150.07
2021-07-13,2139.05,2159.02,2135.80,2156.05
2021-07-12,2140.15,2144.75,2118.79,2127.12
2021-07-09,2114.84,2139.37,2111.24,2130.97
2021-07-08,2147.10,2151.72,2114.79,2120.32
2021-07-07,2171.95,2178.43,2159.87,2164.89
2021-07-06,2179.52,2190.33,2177.98,2182.76
2021-07-05,2169.56,2172.57,2158.40,2168.58
2021-07-02,2180.62,2189.07,2159.37,2166.37
2021-07-01,2181.92,2191.16,2171.72,2185.11
2021-06-30,2193.00,2198.37,2171.17,2177.34
2021-06-29,2172.20,2193.21,2170.01,2184.92
2021-06-28,2162.64,2174.45,2151.45,2169.13
2021-06-25,2189.56,2194.69,2169.15,2175.86
2021-06-24,2180.59,2183.70,2158.40,2180.21
2021-06-23,2205.08,2206.91,2185.02,2187.62
2021-06-22,2210.48,2214.67,2194.11,2194.80
2021-06-21,2191.19,2198.43,2181.99,2196.54
2021-06-18,2222.35,2226.47,2201.01,2214.30
2021-06-17,2225.02,2239.79,2216.89,2219.57
2021-06-16,2229.13,2242.58,2223.32,2231.89
2021-06-15,2248.31,2250.94,2223.02,2228.30
2021-06-14,2259.47,2261.52,2240.50,2247.66
2021-06-11,2242.04,2252.38,2238.07,2251.77
2021-06-10,2244.38,2251.06,2230.46,2232.44
2021-06-09,2223.30,2239.66,2223.02,2236.10
2021-06-08,2218.36,2225.21,2203.49,2216.04
2021-06-07,2224.51,2235.85,2213.76,2215.61
2021-06-04,2219.15,2232.01,2213.83,2214.16
2021-06-02,2240.20,2243.97,2220.60,2227.05
2021-06-01,2204.00,2234.46,2196.79,2231.56
2021-05-31,2176.71,2192.31,2168.54,2189.79
2021-05-28,2190.14,2196.95,2173.49,2176.58
2021-05-27,2160.61,2188.25,2157.04,2179.34
2021-05-25,2148.77,2162.93,2143.15,2158.33
2021-05-24,2136.21,2143.86,2124.31,2131.21
2021-05-21,2142.82,2143.87,2121.96,2133.16
2021-05-20,2149.29,2155.18,2133.96,2135.63
2021-05-19,2144.84,2157.46,2139.30,2144.85
2021-05-18,2147.86,2161.06,2145.14,2154.56
2021-05-17,2121.30,2139.94,2104.20,2131.20
2021-05-14,2139.09,2143.87,2106.08,2130.59
2021-05-13,2136.39,2145.72,2067.45,2129.97
2021-05-12,2168.24,2172.21,2139.50,2163.29
2021-05-11,2165.09,2185.20,2153.64,2171.96
2021-05-10,2192.63,2192.94,2161.24,2180.97
2021-05-07,2167.83,2179.46,2159.30,2172.90
2021-05-06,2123.49,2158.70,2120.16,2151.46
2021-05-05,2169.28,2171.82,2114.31,2117.45
2021-04-30,2190.59,2193.37,2172.42,2173.52
2021-04-29,2181.64,2195.02,2180.21,2191.34
2021-04-28,2153.81,2172.61,2149.51,2169.24
2021-04-27,2151.84,2161.27,2137.21,2146.23
2021-04-26,2140.54,2151.53,2128.20,2146.98
2021-04-23,2157.22,2158.58,2137.50,2143.07
2021-04-22,2192.48,2195.04,2158.68,2164.44
2021-04-21,2181.34,2193.27,2179.87,2185.32
2021-04-20,2179.83,2193.13,2174.02,2189.41
2021-04-19,2156.46,2184.32,2151.76,2182.50
2021-04-16,2143.74,2150.00,2124.10,2148.94
2021-04-12,2162.80,2163.70,2131.65,2135.81
2021-04-09,2164.04,2180.30,2163.26,2170.57
2021-04-08,2154.14,2167.29,2150.53,2159.57
2021-04-07,2170.87,2179.47,2155.60,2157.21
2021-04-05,2219.52,2222.97,2184.29,2190.24
2021-04-02,2226.51,2231.38,2213.48,2215.68
2021-04-01,2213.43,2223.32,2206.04,2214.57
2021-03-31,2210.68,2213.03,2199.79,2203.56
2021-03-30,2206.07,2214.36,2199.69,2207.07
2021-03-29,2199.09,2213.75,2196.07,2198.00
2021-03-26,2192.03,2198.42,2176.65,2187.42
2021-03-25,2188.89,2195.21,2179.77,2182.62
2021-03-24,2162.82,2182.35,2159.38,2182.35
2021-03-23,2185.74,2189.01,2170.10,2173.93
2021-03-22,2174.42,2187.24,2160.89,2177.25
2021-03-19,2176.66,2182.87,2164.37,2176.48
2021-03-18,2211.35,2217.54,2187.72,2189.10
2021-03-17,2183.44,2198.76,2177.37,2190.84
2021-03-16,2194.75,2202.15,2182.74,2186.15
2021-03-15,2204.76,2208.88,2184.70,2190.10
2021-03-12,2215.67,2223.77,2189.10,2197.65
2021-03-11,2217.69,2221.46,2197.93,2208.57
2021-03-10,2174.70,2205.02,2169.93,2203.12
2021-03-09,2179.02,2182.29,2151.00,2171.59
2021-03-08,2189.55,2195.05,2158.48,2164.58
2021-03-05,2148.25,2184.01,2146.33,2165.92
2021-03-04,2161.54,2168.09,2147.74,2154.76
2021-03-03,2123.06,2176.34,2122.69,2176.34
2021-03-02,2115.63,2122.71,2108.47,2112.43
2021-03-01,2101.19,2120.11,2092.96,2111.87
2021-02-25,2122.72,2128.69,2101.07,2105.49
2021-02-24,2112.83,2119.18,2085.26,2094.02
2021-02-23,2087.66,2118.69,2085.29,2107.42
2021-02-22,2110.28,2111.96,2068.93,2071.99
2021-02-19,2110.44,2115.39,2092.79,2104.12
2021-02-18,2134.63,2142.50,2121.02,2121.53
2021-02-17,2135.89,2151.20,2126.22,2127.61
2021-02-16,2148.62,2152.97,2141.35,2143.00
2021-02-15,2133.62,2152.18,2125.88,2141.70
2021-02-11,2145.25,2146.47,2116.45,2125.03
2021-02-10,2151.50,2155.05,2131.78,2138.93
2021-02-09,2149.11,2157.48,2136.58,2139.27
2021-02-08,2122.99,2137.75,2119.55,2136.17
2021-02-05,2094.28,2106.45,2090.40,2103.84
2021-02-04,2088.27,2097.49,2073.23,2081.86
2021-02-03,2109.12,2111.71,2081.02,2081.12
2021-02-02,2099.58,2107.62,2080.09,2089.05
2021-02-01,2057.74,2084.15,2043.41,2077.57
2021-01-29,2077.99,2081.02,2042.37,2060.65
2021-01-28,2082.54,2098.85,2060.93,2061.99
2021-01-27,2130.41,2137.65,2107.43,2107.43
2021-01-26,2107.77,2137.91,2096.01,2134.45
2021-01-25,2109.84,2121.03,2097.55,2116.40
2021-01-22,2125.20,2140.69,2102.72,2109.83
2021-01-21,2151.75,2157.42,2127.73,2133.73
2021-01-20,2149.00,2157.59,2127.52,2135.64
2021-01-19,2140.54,2157.61,2139.45,2146.20
2021-01-18,2128.38,2136.57,2114.16,2125.84
2021-01-15,2171.07,2183.49,2134.05,2142.20
2021-01-14,2185.20,2199.21,2166.60,2170.26
2021-01-13,2191.70,2214.41,2182.35,2189.87
2021-01-12,2173.69,2183.95,2159.47,2178.47
2021-01-11,2182.71,2201.98,2161.44,2175.10
2021-01-08,2160.69,2179.57,2152.23,2178.64
2021-01-07,2133.26,2146.71,2119.00,2137.38
2021-01-06,2130.30,2141.36,2094.62,2105.23
2021-01-05,2066.75,2132.35,2063.41,2132.34
2021-01-04,2005.70,2068.39,1999.76,2068.37
2020-12-30,2074.17,2077.26,2030.60,2037.03
2020-12-29,2037.11,2066.08,2031.53,2066.08
2020-12-28,2072.44,2073.40,2025.70,2026.21
2020-12-25,2047.57,2061.82,2041.22,2056.64
2020-12-24,2007.22,2042.23,1992.44,2036.57
2020-12-23,2020.02,2047.74,2000.31,2000.37
2020-12-22,1997.32,2033.00,1969.23,2023.51
2020-12-21,2036.55,2070.40,1991.67,1992.04
2020-12-18,2121.44,2130.57,2103.80,2116.85
2020-12-17,2128.61,2141.55,2118.79,2120.24
2020-12-16,2130.09,2132.53,2108.68,2121.15
2020-12-15,2097.63,2116.43,2083.99,2114.59
2020-12-14,2140.56,2148.62,2105.78,2111.04
2020-12-09,2144.31,2157.13,2118.36,2131.90
2020-12-08,2089.82,2139.40,2079.06,2129.41
2020-12-04,2077.41,2103.87,2076.41,2094.34
2020-12-03,2055.64,2079.35,2049.64,2076.01
2020-12-02,2041.46,2066.44,2039.46,2045.74
2020-12-01,2044.07,2066.75,2042.00,2050.63
2020-11-30,2061.40,2071.26,2028.20,2028.65
2020-11-27,2070.07,2089.06,2064.84,2078.38
2020-11-26,2063.16,2077.15,2054.47,2076.01
2020-11-25,2056.58,2075.84,2013.94,2054.83
2020-11-24,2078.14,2083.59,2029.41,2030.61
2020-11-23,2025.43,2066.57,2022.09,2062.78
2020-11-20,1979.88,2014.64,1976.41,2013.16
2020-11-19,1974.06,1992.27,1971.77,1981.06
2020-11-18,1944.43,1977.63,1936.07,1977.56
2020-11-17,1964.58,1979.05,1943.65,1952.02
2020-11-16,1972.20,1980.14,1955.25,1955.67
2020-11-13,1921.36,1960.16,1916.30,1949.24
2020-11-12,1942.09,1943.28,1917.09,1932.44
2020-11-11,1965.49,1971.62,1927.30,1951.97
2020-11-10,1919.55,1953.59,1887.84,1944.93
2020-11-09,1825.60,1850.49,1819.23,1834.32
2020-11-06,1797.60,1806.80,1775.40,1790.47
2020-11-05,1744.58,1801.01,1741.22,1796.18
2020-11-04,1728.68,1741.48,1712.73,1724.65
2020-11-03,1705.45,1728.90,1705.21,1726.50
2020-11-02,1684.88,1694.71,1676.13,1693.19
2020-10-30,1697.35,1698.47,1669.20,1682.72
2020-10-29,1691.70,1702.56,1683.75,1693.32
2020-10-28,1704.34,1721.43,1700.88,1704.23
2020-10-27,1692.60,1713.22,1686.21,1707.96
2020-10-26,1714.47,1717.36,1700.77,1705.63
2020-10-22,1716.16,1733.38,1700.18,1716.16
2020-10-21,1720.60,1728.76,1710.42,1720.22
2020-10-20,1701.93,1724.14,1693.67,1709.89
2020-10-19,1725.75,1727.88,1700.89,1708.00
2020-10-16,1761.68,1765.95,1733.52,1744.39
2020-10-15,1772.64,1778.99,1754.12,1757.31
2020-10-14,1797.64,1800.95,1777.53,1787.92
2020-10-12,1800.14,1814.37,1792.14,1805.96
2020-10-09,1814.99,1817.25,1791.08,1796.99
2020-10-08,1801.80,1820.90,1798.03,1807.76
2020-10-07,1764.96,1793.18,1759.40,1791.88
2020-10-06,1771.57,1780.04,1765.46,1769.60
2020-10-05,1760.52,1765.63,1749.13,1756.81
2020-10-02,1763.51,1764.96,1737.49,1746.91
2020-10-01,1765.03,1775.37,1745.42,1768.87
2020-09-30,1788.92,1791.05,1751.97,1752.71
2020-09-29,1803.62,1805.23,1780.56,1785.99
2020-09-28,1774.80,1800.43,1774.64,1798.11
2020-09-25,1774.57,1783.60,1759.44,1764.58
2020-09-24,1784.38,1791.41,1759.95,1768.11
2020-09-23,1814.66,1816.59,1795.55,1799.09
2020-09-22,1817.17,1823.01,1800.74,1808.85
2020-09-21,1855.58,1858.65,1820.59,1824.00
2020-09-18,1847.44,1855.52,1834.63,1847.55
2020-09-17,1849.75,1854.63,1835.01,1842.24
2020-09-16,1846.75,1861.85,1841.76,1857.82
2020-09-15,1832.40,1847.62,1826.86,1845.89
2020-09-14,1846.24,1849.45,1821.94,1825.00
2020-09-11,1852.30,1862.33,1835.72,1837.44
2020-09-10,1861.16,1867.18,1847.02,1854.88
2020-09-09,1836.90,1862.52,1832.23,1858.80
2020-09-08,1879.07,1879.48,1859.04,1861.17
2020-09-03,1900.53,1904.48,1882.24,1888.31
2020-09-02,1877.91,1895.66,1871.91,1894.66
2020-09-01,1892.41,1897.72,1872.72,1880.34
2020-08-31,1919.92,1927.85,1886.20,1888.52
2020-08-28,1932.30,1936.91,1905.07,1910.78
2020-08-27,1911.66,1927.06,1908.53,1918.32
2020-08-26,1906.69,1914.90,1894.18,1912.29
2020-08-25,1917.78,1922.20,1902.85,1904.09
2020-08-24,1884.85,1905.61,1873.97,1903.44
2020-08-21,1887.73,1891.28,1870.17,1874.74
2020-08-20,1874.75,1887.43,1868.04,1873.29
2020-08-19,1933.46,1935.39,1883.82,1894.14
2020-08-18,1916.49,1931.46,1916.00,1931.22
2020-08-17,1928.38,1932.16,1907.11,1916.38
2020-08-14,1950.88,1954.86,1918.64,1922.55
2020-08-13,1954.36,1963.28,1946.84,1953.18
2020-08-11,1928.28,1944.41,1924.58,1933.27
2020-08-10,1917.17,1922.27,1908.37,1908.57
2020-08-07,1924.55,1926.96,1907.60,1912.99
2020-08-06,1928.96,1948.29,1927.78,1927.78
2020-08-05,1928.93,1939.69,1913.80,1932.47
2020-08-04,1920.40,1933.01,1916.47,1922.08
2020-08-03,1914.29,1915.66,1891.23,1903.83
2020-07-31,1897.63,1922.39,1879.19,1922.18
2020-07-30,1947.55,1951.03,1895.13,1899.86
2020-07-29,1953.62,1960.26,1936.32,1938.38
2020-07-24,1959.04,1962.40,1940.01,1947.28
2020-07-23,1975.32,1986.14,1960.76,1978.87
2020-07-22,2015.03,2017.40,1975.35,1975.74
2020-07-21,1994.14,2013.85,1992.19,2009.29
2020-07-20,1979.63,1992.55,1968.94,1979.01
2020-07-17,1971.05,1985.27,1964.93,1982.12
2020-07-16,1974.46,1979.76,1955.25,1962.90
2020-07-15,1970.38,1981.20,1959.65,1975.39
2020-07-14,1936.66,1955.21,1926.21,1952.19
2020-07-13,1986.13,1988.76,1948.65,1953.50
2020-07-10,1981.91,1990.84,1960.35,1967.56
2020-07-09,2000.28,2006.54,1983.91,1996.13
2020-07-08,2009.07,2021.72,1990.36,1992.36
2020-07-07,2040.23,2044.93,2012.26,2012.33
2020-07-03,2023.10,2027.58,2010.45,2013.48
2020-07-02,1989.75,2022.67,1983.73,2018.61
2020-07-01,1969.63,1977.19,1945.31,1976.29
2020-06-30,1968.84,1980.43,1959.01,1959.01
2020-06-29,1927.83,1944.42,1915.40,1944.37
2020-06-26,1953.07,1965.60,1939.10,1943.90
2020-06-25,1923.66,1938.57,1906.41,1937.53
2020-06-24,1994.31,1999.43,1947.59,1948.06
2020-06-23,1990.09,1994.07,1976.63,1985.42
2020-06-22,1989.16,2004.15,1970.56,1977.83
2020-06-19,2019.13,2024.77,2003.27,2007.45
2020-06-18,1991.12,2021.16,1988.87,2013.38
2020-06-17,1997.96,2029.22,1990.95,2020.42
2020-06-16,2020.12,2022.86,1998.43,2006.81
2020-06-15,2014.32,2025.22,1956.95,1963.91
2020-06-12,1995.82,2039.23,1988.17,2032.00
2020-06-11,2082.58,2096.83,2035.10,2055.15
2020-06-10,2088.82,2101.13,2064.56,2092.39
2020-06-09,2123.95,2140.46,2062.78,2074.03
2020-06-08,2147.48,2157.28,2113.11,2125.35
2020-06-05,2091.36,2130.51,2069.23,2124.48
2020-06-04,2064.35,2089.40,2057.37,2084.30
2020-06-02,2003.81,2026.51,1996.56,2026.48
2020-06-01,1994.57,2005.52,1983.03,1988.88
2020-05-29,1955.09,1974.81,1938.63,1974.61
2020-05-28,1992.41,1995.63,1960.86,1960.86
2020-05-27,1963.55,1975.71,1946.37,1974.78
2020-05-26,1961.75,1977.66,1954.85,1960.27
2020-05-25,1917.37,1941.43,1907.39,1936.70
2020-05-22,1919.66,1922.61,1883.78,1911.21
2020-05-21,1955.71,1959.92,1929.34,1939.50
2020-05-20,1924.54,1941.73,1917.17,1941.71
2020-05-19,1924.01,1938.19,1914.78,1922.60
2020-05-18,1891.17,1901.40,1880.08,1885.02
2020-05-15,1886.93,1890.25,1872.63,1875.19
2020-05-14,1886.50,1893.20,1869.35,1876.37
2020-05-13,1905.49,1915.99,1894.11,1900.80
2020-05-12,1888.55,1916.11,1884.80,1911.06
2020-05-11,1876.85,1903.51,1875.34,1891.72
2020-05-08,1858.50,1866.70,1842.12,1858.03
2020-05-07,1868.73,1874.67,1835.28,1845.47
2020-05-05,1889.62,1894.15,1874.44,1876.24
2020-04-30,1905.91,1913.35,1896.20,1913.35
2020-04-29,1883.13,1889.62,1870.47,1879.33
2020-04-28,1857.43,1884.26,1845.75,1869.96
2020-04-27,1863.93,1866.89,1842.70,1857.04
2020-04-24,1871.71,1880.28,1838.62,1843.41
2020-04-23,1863.02,1879.74,1851.32,1869.26
2020-04-22,1830.05,1858.97,1806.46,1856.46
2020-04-21,1835.29,1858.62,1828.21,1843.07
2020-04-20,1826.81,1882.19,1818.73,1868.81
2020-04-17,1806.87,1825.19,1786.73,1823.48
2020-04-16,1797.83,1807.07,1755.72,1755.73
2020-04-15,1845.05,1857.88,1812.46,1815.18
2020-04-14,1848.68,1870.81,1826.68,1851.77
2020-04-13,1813.48,1824.64,1797.71,1823.12
2020-04-10,1777.91,1812.22,1774.31,1812.02
2020-04-09,1804.34,1840.98,1771.54,1785.34
2020-04-08,1776.24,1796.64,1759.83,1780.50
2020-04-07,1752.06,1808.83,1729.63,1798.92
2020-04-03,1694.44,1704.77,1657.95,1671.79
2020-04-02,1629.55,1682.05,1615.41,1672.52
2020-04-01,1633.78,1659.50,1614.69,1614.84
2020-03-31,1626.07,1652.32,1615.62,1648.71
2020-03-30,1589.99,1602.62,1566.73,1589.79
2020-03-27,1638.69,1655.51,1594.12,1610.90
2020-03-26,1574.29,1623.49,1569.92,1603.71
2020-03-25,1556.21,1617.98,1533.45,1583.89
2020-03-24,1554.55,1560.06,1486.61,1505.34
2020-03-23,1514.92,1552.74,1483.24,1484.85
2020-03-20,1568.95,1662.66,1554.25,1651.40
2020-03-19,1467.66,1523.32,1455.59,1512.46
2020-03-18,1524.87,1563.39,1478.88,1515.84
2020-03-17,1513.60,1555.15,1494.37,1494.37
2020-03-16,1551.64,1606.94,1506.72,1511.41
2020-03-13,1438.91,1702.81,1383.71,1641.89
2020-03-12,1699.41,1705.74,1568.71,1599.98
2020-03-11,1843.83,1867.11,1790.71,1813.25
2020-03-10,1835.43,1874.98,1828.04,1848.86
2020-03-09,1845.81,1897.90,1811.53,1822.83
2020-03-06,2019.37,2022.43,1996.56,2004.37
2020-03-05,2053.49,2079.48,2048.82,2048.82
2020-03-04,2007.84,2039.16,2002.39,2033.22
2020-03-03,2004.51,2040.68,1992.75,2030.75
2020-03-02,1998.11,2004.07,1935.25,1966.02
2020-02-28,1980.35,1998.32,1961.35,1969.26
2020-02-27,2019.01,2062.85,1993.18,2056.39
2020-02-26,2099.10,2105.55,2009.72,2009.72
2020-02-25,2113.63,2134.51,2084.00,2120.87
2020-02-24,2165.90,2168.13,2109.99,2109.99
2020-02-21,2174.08,2201.23,2170.95,2201.09
2020-02-20,2215.81,2216.49,2181.66,2193.65
2020-02-19,2233.71,2243.93,2210.91,2216.85
