Date,Open,High,Low,Close
2024-02-22,1892.73,1905.24,1887.04,1900.61
2024-02-21,1870.07,1889.61,1863.08,1887.73
2024-02-20,1877.94,1879.14,1859.40,1866.99
2024-02-19,1870.24,1880.77,1869.13,1876.45
2024-02-16,1885.82,1890.36,1870.06,1874.91
2024-02-15,1875.50,1882.59,1869.44,1874.78
2024-02-14,1871.73,1877.72,1866.98,1873.57
2024-02-13,1887.87,1895.77,1886.07,1886.77
2024-02-12,1882.55,1886.66,1877.71,1883.15
2024-02-09,1884.43,1887.24,1876.96,1880.93
2024-02-08,1897.97,1905.10,1882.25,1882.84
2024-02-07,1899.98,1904.18,1890.68,1899.82
2024-02-06,1879.33,1902.02,1879.33,1895.61
2024-02-05,1875.52,1885.89,1870.16,1876.39
2024-02-02,1865.00,1880.80,1864.20,1877.31
2024-02-01,1847.87,1861.56,1838.81,1852.57
2024-01-31,1861.76,1862.00,1841.95,1849.02
2024-01-30,1863.81,1866.30,1855.36,1859.53
2024-01-29,1863.27,1870.19,1850.07,1864.91
2024-01-26,1865.61,1871.43,1848.61,1853.90
2024-01-25,1867.34,1870.54,1858.59,1866.08
2024-01-24,1841.02,1876.84,1837.37,1874.00
2024-01-23,1861.76,1865.28,1832.61,1839.46
2024-01-22,1875.88,1875.88,1855.33,1855.33
2024-01-19,1876.21,1883.49,1868.43,1874.53
2024-01-18,1873.23,1880.17,1860.79,1865.12
2024-01-17,1892.46,1892.46,1866.37,1869.85
2024-01-16,1906.56,1908.21,1896.98,1899.55
2024-01-15,1921.99,1922.30,1905.39,1907.86
2024-01-12,1916.81,1924.03,1911.75,1919.20
2024-01-11,1925.77,1926.48,1913.04,1915.10
2024-01-10,1926.12,1930.29,1917.08,1923.11
2024-01-09,1941.81,1943.06,1923.70,1924.56
2024-01-08,1940.13,1941.46,1923.42,1927.80
2024-01-05,1951.43,1959.64,1937.87,1941.17
2024-01-04,1949.93,1957.61,1939.20,1955.68
2024-01-03,1958.19,1963.80,1948.53,1952.65
2024-01-02,1938.14,1963.28,1934.25,1961.12
2023-12-28,1935.13,1945.38,1935.13,1938.83
2023-12-27,1943.01,1944.57,1929.20,1934.18
2023-12-26,1934.81,1942.10,1930.66,1940.74
2023-12-25,1929.47,1936.75,1928.55,1935.38
2023-12-22,1932.66,1933.01,1919.57,1930.14
2023-12-21,1915.79,1934.63,1914.75,1929.13
2023-12-20,1923.30,1935.57,1918.29,1924.42
2023-12-19,1917.71,1922.01,1909.12,1918.68
2023-12-18,1903.88,1917.58,1898.75,1914.31
2023-12-15,1900.63,1920.87,1895.88,1910.38
2023-12-14,1879.76,1894.01,1874.22,1892.00
2023-12-13,1877.01,1877.29,1856.62,1861.41
2023-12-12,1894.51,1894.51,1876.77,1882.99
2023-12-08,1890.08,1901.37,1883.56,1890.48
2023-12-07,1891.25,1892.26,1877.21,1885.06
2023-12-06,1894.83,1908.41,1889.02,1901.56
2023-12-04,1883.33,1904.31,1881.31,1896.00
2023-12-01,1891.07,1895.05,1879.12,1890.08
2023-11-30,1903.87,1903.87,1877.46,1888.94
2023-11-29,1925.45,1925.45,1901.35,1901.91
2023-11-28,1916.97,1926.59,1910.61,1919.99
2023-11-27,1904.00,1912.82,1894.93,1907.17
2023-11-24,1924.10,1928.07,1908.05,1911.18
2023-11-23,1937.49,1937.49,1914.26,1922.67
2023-11-22,1947.54,1947.54,1925.44,1936.20
2023-11-21,1957.26,1957.26,1942.22,1950.83
2023-11-20,1938.07,1946.08,1930.24,1945.23
2023-11-17,1929.48,1950.17,1927.09,1938.27
2023-11-16,1939.69,1944.56,1930.95,1942.30
2023-11-15,1924.73,1946.52,1923.64,1942.81
2023-11-14,1907.69,1911.97,1888.91,1900.60
2023-11-13,1905.94,1907.63,1886.65,1902.63
2023-11-10,1907.78,1926.55,1899.62,1903.32
2023-11-09,1932.18,1935.23,1903.53,1926.60
2023-11-08,1933.72,1943.01,1926.54,1933.30
2023-11-07,1936.01,1947.95,1928.14,1930.94
2023-11-06,1959.21,1963.72,1942.23,1942.23
2023-11-03,1936.17,1954.11,1934.64,1947.45
2023-11-02,1911.74,1932.08,1911.03,1925.71
2023-11-01,1894.35,1904.49,1882.12,1892.97
2023-10-31,1916.14,1916.14,1884.86,1895.93
2023-10-30,1894.69,1922.02,1894.34,1917.24
2023-10-27,1875.57,1908.68,1872.19,1904.44
2023-10-26,1908.21,1908.97,1875.48,1877.31
2023-10-25,1920.99,1938.78,1916.23,1919.35
2023-10-24,1913.31,1916.15,1900.00,1904.10
2023-10-20,1945.06,1948.52,1914.70,1917.61
2023-10-19,1951.44,1957.45,1943.87,1950.12
2023-10-18,1958.58,1981.27,1955.61,1972.81
2023-10-17,1957.60,1970.35,1953.19,1959.46
2023-10-16,1971.96,1975.49,1932.96,1950.00
2023-10-12,1991.65,1995.00,1978.23,1982.36
2023-10-11,1963.17,1992.88,1958.78,1991.07
2023-10-10,1965.86,1965.88,1949.51,1957.20
2023-10-09,1952.95,1955.04,1936.41,1949.43
2023-10-06,1988.28,1988.68,1951.30,1957.40
2023-10-05,1983.09,1986.51,1966.33,1980.80
2023-10-04,1949.86,1984.84,1948.68,1979.07
2023-10-03,1990.72,1992.91,1969.35,1975.78
2023-10-02,2009.48,2019.77,1993.79,2008.05
2023-09-29,2026.55,2029.99,2006.06,2006.06
2023-09-28,2048.93,2061.18,2025.43,2027.24
2023-09-27,2044.39,2051.37,2034.94,2048.26
2023-09-26,2054.69,2070.30,2042.80,2043.27
2023-09-25,2083.58,2084.29,2058.90,2058.90
2023-09-22,2066.69,2087.47,2060.75,2080.66
2023-09-21,2053.15,2071.29,2050.65,2066.69
2023-09-20,2078.56,2078.56,2050.97,2058.55
2023-09-19,2087.39,2092.58,2077.97,2080.51
2023-09-18,2103.10,2103.10,2085.35,2087.32
2023-09-15,2118.09,2119.31,2105.96,2107.43
2023-09-14,2099.97,2113.88,2091.10,2110.18
2023-09-13,2109.71,2109.71,2090.78,2095.82
2023-09-12,2104.60,2115.98,2103.02,2108.05
2023-09-11,2109.83,2112.76,2091.42,2099.20
2023-09-08,2114.99,2119.18,2107.36,2107.69
2023-09-07,2112.54,2125.19,2108.62,2114.24
2023-09-06,2110.13,2120.70,2105.38,2113.10
2023-09-05,2112.84,2119.63,2107.21,2111.00
2023-09-04,2135.69,2136.68,2110.12,2113.14
2023-09-01,2138.67,2143.25,2127.07,2131.46
2023-08-31,2150.77,2152.41,2131.98,2133.59
2023-08-30,2152.02,2159.36,2148.70,2153.99
2023-08-29,2141.02,2151.82,2136.28,2144.27
2023-08-28,2142.46,2147.02,2132.38,2136.54
2023-08-25,2127.92,2136.63,2122.13,2134.73
2023-08-24,2126.78,2143.00,2126.78,2133.03
2023-08-23,2123.52,2129.34,2113.00,2120.08
2023-08-22,2104.34,2121.05,2098.82,2117.06
2023-08-21,2083.62,2094.87,2072.11,2089.19
2023-08-18,2087.20,2089.44,2072.13,2077.54
2023-08-17,2071.64,2095.93,2066.89,2092.52
2023-08-16,2072.09,2081.26,2060.54,2079.45
2023-08-15,2103.80,2105.58,2076.84,2080.94
2023-08-11,2105.63,2113.42,2095.00,2105.27
2023-08-10,2095.67,2103.12,2082.10,2103.12
2023-08-09,2084.88,2096.01,2076.77,2096.01
2023-08-08,2106.00,2107.44,2080.48,2080.48
2023-08-07,2100.74,2114.33,2082.15,2102.73
2023-08-04,2096.51,2110.31,2096.22,2096.22
2023-08-03,2115.74,2120.22,2093.07,2093.81
2023-08-02,2124.76,2143.42,2119.02,2127.10
2023-07-31,2125.57,2142.14,2122.63,2134.63
2023-07-27,2090.51,2120.54,2080.87,2115.63
2023-07-26,2090.63,2094.20,2078.53,2086.53
2023-07-25,2092.53,2099.51,2077.66,2088.85
2023-07-24,2089.23,2102.23,2077.63,2083.98
2023-07-21,2080.40,2094.32,2068.51,2089.10
2023-07-20,2096.98,2105.43,2075.58,2076.03
2023-07-19,2100.31,2112.72,2087.82,2097.92
2023-07-18,2082.46,2098.18,2082.46,2097.46
2023-07-17,2077.24,2091.33,2067.28,2084.96
2023-07-14,2043.15,2074.89,2043.15,2072.66
2023-07-13,2032.56,2042.01,2026.90,2036.74
2023-07-12,2044.24,2054.10,2026.34,2032.16
2023-07-11,2046.56,2049.56,2029.62,2037.69
2023-07-10,2030.30,2038.69,2012.47,2036.05
2023-07-07,2012.25,2034.30,2001.08,2025.26
2023-07-06,2042.56,2046.97,2018.70,2026.16
2023-07-05,2053.79,2060.33,2047.15,2052.38
2023-07-04,2041.08,2065.75,2037.96,2058.89
2023-07-03,2046.50,2048.93,2027.70,2046.23
2023-06-30,2019.01,2044.12,2016.62,2039.87
2023-06-29,1990.16,2021.94,1978.94,2004.16
2023-06-28,2011.13,2014.97,1985.55,1988.25
2023-06-27,2018.71,2029.24,2002.79,2002.79
2023-06-26,2036.12,2042.05,2011.13,2014.17
2023-06-23,2034.14,2046.11,2022.76,2037.93
2023-06-22,2062.04,2063.23,2033.79,2040.97
2023-06-21,2073.05,2074.94,2048.95,2057.76
2023-06-20,2089.20,2096.76,2070.98,2079.21
2023-06-19,2103.45,2118.51,2098.50,2109.60
2023-06-16,2113.98,2121.96,2089.43,2108.61
2023-06-15,2106.53,2114.12,2099.87,2106.60
2023-06-14,2115.54,2119.84,2103.37,2106.34
2023-06-13,2094.39,2116.15,2093.14,2109.51
2023-06-12,2090.00,2099.15,2085.08,2092.09
2023-06-09,2102.36,2103.88,2088.55,2096.69
2023-06-08,2063.56,2104.43,2058.65,2104.43
2023-06-07,2058.93,2064.14,2045.37,2062.86
2023-06-06,2069.61,2072.28,2052.02,2055.19
2023-06-02,2052.36,2065.24,2047.92,2059.48
2023-06-01,2061.31,2066.98,2042.62,2043.83
2023-05-31,2048.29,2060.02,2042.28,2059.87
2023-05-30,2077.17,2080.59,2058.39,2064.63
2023-05-29,2065.94,2077.38,2065.94,2074.34
2023-05-26,2062.85,2067.49,2053.73,2058.31
2023-05-25,2069.57,2076.01,2058.28,2067.17
2023-05-24,2061.94,2079.17,2060.88,2068.70
2023-05-23,2060.24,2072.68,2046.07,2068.92
2023-05-22,2028.44,2069.54,2008.17,2065.93
2023-05-19,2062.46,2064.72,2040.00,2044.15
2023-05-18,2063.87,2082.06,2058.67,2058.67
2023-05-17,2080.24,2082.26,2041.83,2051.71
2023-05-16,2080.94,2088.61,2073.24,2078.13
2023-05-15,2122.80,2122.80,2074.88,2081.49
2023-05-12,2111.34,2115.31,2088.01,2108.37
2023-05-11,2122.90,2131.09,2111.41,2115.28
2023-05-10,2112.03,2124.61,2104.06,2120.71
2023-05-09,2113.93,2124.50,2102.28,2116.18
2023-05-08,2085.19,2114.47,2076.90,2114.47
2023-05-03,2055.01,2073.70,2033.52,2071.49
2023-05-02,2065.68,2071.18,2048.04,2065.32
2023-04-28,2071.26,2081.05,2051.30,2059.63
2023-04-27,2077.18,2078.43,2055.45,2063.73
2023-04-26,2084.78,2093.80,2066.95,2084.30
2023-04-25,2100.40,2103.78,2075.75,2078.61
2023-04-24,2096.01,2105.80,2092.23,2100.95
2023-04-21,2109.74,2122.65,2086.77,2100.91
2023-04-20,2133.12,2137.46,2106.99,2111.77
2023-04-19,2143.89,2155.41,2131.93,2134.69
2023-04-18,2162.93,2165.11,2145.95,2153.06
2023-04-17,2152.44,2170.51,2144.92,2163.70
2023-04-12,2161.75,2162.51,2133.79,2152.81
2023-04-11,2159.37,2162.86,2149.56,2160.90
2023-04-10,2129.02,2161.94,2119.59,2155.96
2023-04-07,2121.68,2137.89,2118.34,2129.12
2023-04-05,2152.02,2153.51,2115.82,2118.45
2023-04-04,2163.55,2166.96,2146.70,2152.91
2023-04-03,2180.38,2185.85,2152.97,2161.33
2023-03-31,2171.44,2184.54,2168.56,2177.85
2023-03-30,2175.98,2181.54,2160.24,2169.55
2023-03-29,2175.14,2181.62,2162.55,2175.29
2023-03-28,2161.11,2169.63,2159.03,2167.87
2023-03-27,2154.15,2155.32,2140.69,2149.21
2023-03-24,2157.33,2162.27,2145.43,2149.56
2023-03-23,2135.42,2160.34,2129.14,2152.16
2023-03-22,2137.77,2144.41,2129.33,2139.67
2023-03-21,2106.02,2129.68,2101.91,2125.55
2023-03-20,2101.44,2115.79,2075.21,2092.58
2023-03-17,2107.81,2120.16,2094.25,2107.28
2023-03-16,2083.16,2099.69,2068.27,2092.09
2023-03-15,2075.73,2119.41,2074.82,2105.63
2023-03-14,2100.21,2111.47,2037.92,2045.80
2023-03-13,2139.76,2155.08,2110.22,2111.33
2023-03-10,2152.00,2158.61,2141.67,2147.32
2023-03-09,2168.64,2178.19,2157.68,2165.89
2023-03-08,2155.19,2168.76,2145.12,2163.49
2023-03-07,2169.94,2185.25,2169.13,2174.14
2023-03-03,2171.57,2172.91,2155.22,2159.88
2023-03-02,2173.46,2187.69,2162.28,2168.72
2023-03-01,2181.14,2186.68,2172.37,2173.60
2023-02-28,2193.64,2199.37,2169.60,2173.13
2023-02-27,2192.17,2197.53,2181.58,2183.31
2023-02-24,2221.28,2222.93,2189.38,2192.90
2023-02-23,2227.35,2229.60,2212.15,2219.83
2023-02-22,2239.49,2242.88,2225.39,2230.34
2023-02-21,2233.39,2246.92,2221.71,2244.56
2023-02-20,2229.21,2234.41,2221.14,2230.43
2023-02-17,2227.16,2230.80,2212.61,2224.12
2023-02-16,2225.77,2236.32,2218.07,2233.38
2023-02-15,2218.23,2227.17,2207.96,2215.65
2023-02-14,2238.32,2240.90,2213.63,2219.48
2023-02-13,2225.02,2239.95,2221.24,2233.06
2023-02-10,2232.94,2237.80,2223.12,2230.55
2023-02-09,2237.66,2241.02,2219.49,2235.89
2023-02-08,2256.68,2259.10,2234.06,2237.69
2023-02-07,2257.76,2266.10,2246.50,2252.48
2023-02-06,2261.61,2264.44,2251.40,2254.50
2023-02-03,2258.91,2269.90,2251.60,2266.42
2023-02-02,2266.46,2273.00,2255.59,2257.04
2023-02-01,2247.99,2265.76,2246.67,2261.74
2023-01-31,2258.60,2261.10,2239.08,2240.18
2023-01-30,2261.13,2263.63,2250.73,2257.99
2023-01-27,2249.27,2263.10,2242.27,2258.37
2023-01-26,2260.74,2263.94,2238.66,2244.82
2023-01-25,2267.40,2269.32,2255.22,2260.35
2023-01-24,2272.98,2280.32,2261.77,2262.22
2023-01-23,2261.33,2274.48,2256.16,2264.62
2023-01-20,2271.25,2272.98,2247.99,2255.69
2023-01-19,2262.71,2276.19,2261.50,2273.52
2023-01-18,2263.88,2274.31,2258.67,2268.25
2023-01-17,2269.50,2273.91,2258.34,2261.78
2023-01-16,2273.15,2279.73,2260.39,2268.10
2023-01-13,2282.50,2288.55,2255.53,2266.49
2023-01-12,2278.57,2282.53,2265.18,2276.39
2023-01-11,2287.29,2289.55,2268.98,2274.98
2023-01-10,2290.42,2292.83,2276.49,2285.87
2023-01-09,2279.03,2291.21,2277.92,2286.56
2023-01-06,2251.26,2268.84,2249.53,2261.48
2023-01-05,2265.24,2268.20,2241.97,2247.94
2023-01-04,2274.54,2283.83,2256.37,2264.44
2023-01-03,2268.25,2281.46,2264.35,2274.61
2022-12-30,2268.24,2276.54,2257.66,2257.94
2022-12-29,2243.07,2270.30,2237.90,2268.16
2022-12-28,2238.33,2250.61,2234.11,2247.34
2022-12-27,2218.02,2241.77,2216.26,2237.64
2022-12-26,2202.16,2214.59,2201.39,2210.31
2022-12-23,2190.12,2201.77,2186.20,2197.79
2022-12-22,2194.26,2199.01,2189.44,2197.44
2022-12-21,2192.00,2192.71,2179.46,2187.99
2022-12-20,2203.16,2204.93,2176.31,2188.01
2022-12-19,2202.47,2209.57,2193.38,2201.81
2022-12-16,2194.20,2205.33,2190.47,2203.93
2022-12-15,2216.73,2219.33,2195.76,2201.69
2022-12-14,2216.22,2224.50,2211.49,2218.53
2022-12-13,2214.62,2218.43,2202.14,2210.70
2022-12-09,2204.46,2215.59,2197.49,2206.22
2022-12-08,2207.28,2208.41,2193.39,2203.05
2022-12-07,2214.55,2224.05,2203.31,2205.28
2022-12-06,2219.36,2222.25,2207.91,2215.64
2022-12-02,2235.37,2236.52,2218.94,2222.33
2022-12-01,2240.79,2243.59,2232.38,2236.53
2022-11-30,2218.78,2234.49,2211.66,2233.03
2022-11-29,2205.56,2218.74,2199.50,2217.52
2022-11-28,2200.71,2208.29,2195.30,2202.13
2022-11-25,2214.62,2215.68,2203.68,2209.66
2022-11-24,2225.96,2228.26,2213.65,2220.33
2022-11-23,2213.22,2224.17,2209.67,2219.39
2022-11-22,2213.81,2226.65,2200.78,2206.05
2022-11-21,2200.30,2217.29,2196.82,2212.70
2022-11-18,2205.16,2211.05,2196.07,2205.41
2022-11-17,2208.44,2211.18,2197.84,2204.84
2022-11-16,2229.03,2229.51,2208.68,2213.87
2022-11-15,2229.33,2237.65,2223.58,2230.68
2022-11-14,2237.56,2244.22,2218.76,2226.57
2022-11-11,2243.56,2251.27,2232.03,2246.82
2022-11-10,2205.65,2223.12,2201.30,2217.58
2022-11-09,2233.00,2236.99,2215.09,2219.37
2022-11-08,2225.19,2238.03,2224.67,2232.84
2022-11-07,2232.41,2236.79,2214.07,2218.79
2022-11-04,2225.97,2239.85,2222.28,2224.63
2022-11-03,2218.32,2227.49,2215.16,2221.77
2022-11-02,2226.26,2233.99,2219.09,2225.87
2022-11-01,2207.50,2228.47,2205.51,2223.07
2022-10-31,2207.01,2213.20,2193.51,2199.97
2022-10-28,2194.43,2199.48,2181.35,2194.49
2022-10-27,2182.09,2198.42,2176.65,2193.24
2022-10-26,2181.12,2185.51,2171.85,2176.45
2022-10-25,2173.39,2177.65,2165.62,2174.23
2022-10-21,2162.92,2171.03,2156.23,2163.63
2022-10-20,2142.39,2169.22,2138.25,2166.89
2022-10-19,2151.24,2157.43,2141.37,2147.84
2022-10-18,2131.67,2155.46,2129.69,2148.26
2022-10-17,2113.96,2128.05,2098.34,2123.11
2022-10-12,2113.33,2118.77,2105.64,2112.08
2022-10-11,2113.47,2118.13,2103.47,2110.10
2022-10-10,2124.44,2126.48,2109.27,2118.78
2022-10-07,2146.06,2149.14,2124.83,2136.06
2022-10-06,2145.59,2158.94,2144.08,2144.24
2022-10-05,2144.76,2149.71,2130.02,2137.30
2022-10-04,2135.16,2141.12,2116.96,2132.66
2022-10-03,2147.10,2156.20,2107.38,2110.51
2022-09-30,2151.86,2162.26,2144.49,2151.00
2022-09-29,2182.59,2192.92,2150.81,2155.00
2022-09-28,2176.00,2182.97,2167.76,2171.39
2022-09-27,2200.90,2208.63,2188.71,2191.60
2022-09-26,2207.97,2209.58,2190.32,2199.31
2022-09-23,2234.43,2239.06,2214.64,2215.48
2022-09-22,2217.08,2242.75,2209.73,2235.45
2022-09-21,2230.23,2233.92,2221.90,2221.93
2022-09-20,2231.81,2239.26,2225.30,2229.02
2022-09-19,2223.81,2227.50,2216.21,2219.61
2022-09-16,2236.06,2238.24,2217.57,2220.59
2022-09-15,2259.68,2260.94,2239.97,2241.32
2022-09-14,2245.27,2262.38,2242.51,2257.30
2022-09-13,2271.90,2276.45,2263.27,2268.31
2022-09-12,2259.84,2274.67,2258.94,2267.01
2022-09-09,2245.25,2255.24,2239.21,2249.77
2022-09-08,2249.41,2254.15,2231.87,2236.50
2022-09-07,2239.85,2243.72,2228.92,2240.76
2022-09-06,2234.52,2250.44,2231.23,2244.90
2022-09-05,2230.31,2230.70,2214.99,2226.55
2022-09-02,2228.90,2235.01,2212.55,2228.64
2022-09-01,2248.49,2253.92,2221.32,2228.39
2022-08-31,2238.89,2258.75,2235.33,2254.25
2022-08-30,2234.67,2253.83,2230.35,2250.42
2022-08-29,2223.20,2240.43,2217.82,2230.24
2022-08-26,2255.33,2260.10,2242.47,2253.11
2022-08-25,2245.50,2257.56,2242.39,2253.08
2022-08-24,2232.16,2245.42,2223.67,2236.09
2022-08-23,2206.94,2238.11,2200.67,2233.47
2022-08-22,2222.23,2227.27,2203.80,2210.19
2022-08-19,2233.88,2239.83,2221.39,2225.27
2022-08-18,2239.16,2244.35,2228.67,2237.16
2022-08-17,2232.75,2246.64,2228.62,2242.60
2022-08-16,2234.48,2236.56,2224.01,2229.98
2022-08-15,2226.16,2237.47,2219.79,2229.13
2022-08-11,2230.20,2231.89,2212.20,2226.36
2022-08-10,2216.40,2221.42,2202.84,2221.20
2022-08-09,2210.98,2224.26,2205.23,2219.75
2022-08-08,2192.98,2211.47,2174.71,2211.47
2022-08-05,2192.78,2194.80,2181.75,2192.97
2022-08-04,2194.60,2199.52,2179.02,2188.05
2022-08-03,2185.17,2194.35,2176.77,2188.13
2022-08-02,2180.75,2193.01,2176.72,2185.89
2022-08-01,2177.32,2190.26,2170.69,2186.08
2022-07-27,2151.06,2168.90,2143.46,2168.17
2022-07-26,2160.21,2163.26,2146.92,2149.06
2022-07-25,2147.32,2160.92,2137.31,2155.76
2022-07-22,2143.15,2151.43,2129.23,2146.39
2022-07-21,2125.34,2139.34,2119.97,2135.37
2022-07-20,2133.94,2136.56,2119.54,2127.03
2022-07-19,2131.20,2133.84,2103.21,2121.61
2022-07-18,2132.84,2142.16,2125.94,2138.57
2022-07-15,2130.74,2132.71,2100.04,2124.45
2022-07-14,2137.27,2145.63,2119.32,2127.83
2022-07-12,2153.71,2157.42,2136.24,2142.45
2022-07-11,2153.28,2159.98,2145.11,2159.44
2022-07-08,2170.64,2172.25,2149.82,2156.41
2022-07-07,2139.58,2164.34,2133.94,2160.53
2022-07-06,2132.35,2143.03,2117.77,2135.32
2022-07-05,2162.34,2168.25,2128.52,2133.63
2022-07-04,2169.20,2173.30,2149.94,2152.68
2022-07-01,2164.11,2171.84,2152.42,2166.67
2022-06-30,2187.70,2192.51,2153.19,2158.78
2022-06-29,2188.17,2191.83,2179.20,2186.24
2022-06-28,2178.03,2202.18,2171.54,2199.15
2022-06-27,2173.42,2184.19,2170.40,2177.84
2022-06-24,2159.36,2162.68,2145.59,2159.60
2022-06-23,2156.44,2157.28,2140.40,2145.82
2022-06-22,2163.81,2165.63,2137.00,2150.83
2022-06-21,2165.93,2175.64,2155.32,2171.79
2022-06-20,2144.42,2160.52,2138.44,2151.78
2022-06-17,2140.64,2164.64,2129.26,2149.66
2022-06-16,2211.74,2215.03,2150.32,2150.57
2022-06-15,2208.75,2210.57,2189.38,2197.04
2022-06-14,2198.54,2213.60,2190.67,2206.10
2022-06-13,2216.10,2222.76,2197.75,2200.53
2022-06-10,2249.73,2256.14,2241.38,2245.75
2022-06-09,2250.07,2263.96,2247.31,2258.26
2022-06-08,2253.65,2256.01,2239.84,2249.84
2022-06-07,2258.14,2259.75,2239.19,2243.27
2022-06-06,2269.58,2272.62,2246.57,2263.14
2022-06-02,2273.55,2275.77,2262.31,2265.50
2022-06-01,2278.22,2285.37,2269.81,2279.94
2022-05-31,2266.16,2280.59,2259.27,2280.45
2022-05-30,2261.12,2271.55,2254.96,2266.59
2022-05-27,2253.20,2256.45,2235.89,2244.54
2022-05-26,2230.85,2240.70,2228.39,2236.78
2022-05-25,2233.90,2246.82,2221.84,2222.48
2022-05-24,2241.67,2242.90,2224.21,2225.79
2022-05-23,2229.51,2241.65,2223.55,2240.98
2022-05-20,2217.63,2227.80,2212.35,2221.46
2022-05-19,2191.00,2209.01,2185.51,2197.25
2022-05-18,2211.92,2226.45,2199.90,2222.38
2022-05-17,2182.47,2209.26,2173.04,2206.61
2022-05-13,2171.44,2176.93,2156.28,2165.05
2022-05-12,2179.06,2180.78,2147.67,2157.60
2022-05-11,2196.66,2199.44,2173.70,2187.41
2022-05-10,2168.44,2199.50,2158.35,2199.45
2022-05-09,2197.24,2198.57,2171.43,2172.44
2022-05-06,2205.54,2215.48,2196.62,2204.52
2022-05-05,2252.82,2257.42,2228.03,2228.21
2022-05-03,2250.06,2253.11,2234.36,2236.62
2022-04-29,2249.76,2261.15,2248.43,2250.62
2022-04-28,2239.23,2252.52,2234.45,2249.37
2022-04-27,2241.57,2245.01,2227.55,2237.48
2022-04-26,2257.89,2264.74,2242.88,2243.07
2022-04-25,2253.11,2260.07,2244.42,2247.69
2022-04-22,2269.23,2273.82,2258.44,2272.66
2022-04-21,2274.97,2283.54,2270.79,2276.70
2022-04-20,2264.67,2275.30,2259.62,2266.00
2022-04-19,2270.11,2277.00,2261.74,2261.84
2022-04-18,2259.39,2272.40,2256.00,2258.42
2022-04-12,2270.37,2277.49,2263.41,2268.60
2022-04-11,2282.19,2286.40,2270.82,2278.61
